Type,Name,Pillar,Category,SubCategory,HasImage,Brand,Description
Product,Cream Cheese & Beetroot,shop,treats,,Yes,,Topped with the goodness beet infused homemade cream cheese this has to be the p
Product,Cream Cheese & Spinach,shop,treats,,Yes,,Topped with the goodness of spinach infused homemade cream cheese this has to be
Product,Cream Cheese & Tumeric,shop,treats,,Yes,,Topped with the goodness of tumeric infused homemade cream cheese this has to be
Product,Doggo Duo Burgers,shop,fresh-meals,,Yes,,Newly Launched: Burgers For Your Doggo It couldn't get any better. Your dogs can
Product,Doggo Pizzas,shop,fresh-meals,,Yes,,"2 Discs in each box It's heavenly! Made with gluten-free flour for the base, and"
Product,Grain Free,celebrate,cakes,,Yes,,Made from Agar Agar and your flavor choice this cake is perfect to celebrate tho
Product,Show Me The Boney,celebrate,cakes,,Yes,,"A doggo's dream, rich with savory goodness in every slice. Select from our nouri"
Product,Dog Lovers  Key Chain,shop,accessories,,Yes,,Delicious accessories made with love for your furry friend.
Product,TDB Key Chain,shop,accessories,,Yes,,Delicious accessories made with love for your furry friend.
Product,Paw Shaped Fridge Magnet,shop,accessories,,Yes,,Customizable Doggo Fridge Magnet- give us a call and send us a picture if custom
Product,Doggo Fridge Magnet,shop,accessories,,Yes,,Customizable Doggo Fridge Magnet- give us a call and send us a picture if custom
Product,Chicken Liver Jerky,shop,treats,,Yes,,"Made from pure chicken liver these treats are high in proteins, low in calories "
Product,Pumpkin Strips,shop,treats,,Yes,,Made from Pumpkins grown on our own farm. With no preservatives added or any oth
Product,Mini Pupcakes,celebrate,dognuts,,Yes,,6 Mini Pieces These Oat based Mini Pupcakes are the perfect add on to any celebr
Product,Zara's Coconut Cream,celebrate,cakes,,Yes,,"Sophisticated and chic, this cake is the epitome of canine haute cuisine. Select"
Product,Ms. Lily,celebrate,cakes,,Yes,,"Delicate and demure, perfect for the graceful pup with a gentle soul. Select fro"
Product,Homemade Doggo Peanut Butter,shop,nut-butters,,Yes,,"Scoop, Spread, Love! 🐾 Our Homemade Peanut Butter is more than just a treat—it’s"
Product,Blue Barkday Bandana,shop,accessories,,Yes,,"Clip on Barkday Bandana, made to stay on perfect for your baby’s birthday photos"
Product,Pink Barkday Bandana,shop,accessories,,Yes,,"Clip on Barkday Bandana, made to stay on perfect for your baby’s birthday photos"
Product,Heart & Paw,celebrate,treats,,Yes,,"BOX OF 3 Pupcakes &amp; 6 Cookies For the fluffers that love you so much, there'"
Product,Droolin',celebrate,cakes,,Yes,,Guaranteed to make tails wag and mouths water with its drool-worthy flavors. Sel
Product,Mixed Biscuits,shop,treats,,Yes,,Introducing our new Vegetarian and Chicken variety packs! Each pack includes a m
Product,Jack O’ Lantern Cake 🐾,celebrate,cakes,,Yes,,A spooktacular Halloween cake for your furry monster! 👻 Topped with homemade yog
Product,👻 Spooky Cookies Box 🎁,shop,hampers,,Yes,,A Halloween treat your pup will go mutts for! 🎃 These crunchy cookies are baked 
Product,Cake Mix,celebrate,cakes,,Yes,,CHOOSE ONE FLAVOUR Comes with Bake Safe Paper mold :) This mouth-drooling cake m
Product,Smilo,shop,dognuts,,Yes,,Be a part of our 'Spread the Smile' initiative! When you add Smilo pupcakes to y
Product,Roasted Sweet Potato Chips + Fluffachino Drink mix,shop,treats,,Yes,,Delicious treats made with love for your furry friend.
Product,Pupper Burger,shop,fresh-meals,,Yes,,Newly Launched: Burgers For Your Doggo It couldn't get any better. Your dogs can
Product,Dog Birthday Cake Hamper w/ Feeding Mat,celebrate,hampers,,Yes,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a feedi"
Product,Honey Pie,celebrate,cakes,,Yes,,"Sweet as can be, this cake is a treat of pure bliss for your loving companion . "
Product,Dog Birthday Cake Hamper w/ Bandana,celebrate,hampers,,Yes,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a banda"
Product,Breed Birthday Cake Hamper w/ Bandana,celebrate,hampers,,Yes,,"With yummy cakes and treats, pawdorable goodies, pawfect decorations and a banda"
Product,Breed Cake Party Box,celebrate,hampers,,Yes,,"With yummy cakes and treats, pawdorable goodies, pawfect merchandise and everyth"
Product,Mango Fro-Yo,shop,frozen-treats,,Yes,,Calling all mango loving doggos! Along with the sweet and savoury flavour this y
Product,Chicken & Coconut Fro-Yo,shop,frozen-treats,,Yes,,"With real chicken and coconut, this fresh yogurt combination is made in heaven. "
Product,Apple & Bacon Fro-Yo,shop,frozen-treats,,Yes,,We have the paw-fect blend of real Bacon and Apples which provides the right amo
Product,Banana Fro-Yo,shop,frozen-treats,,Yes,,Banana yogurt is not only a delightful treat for dogs but also a healthy choice.
Product,Mango & Chicken Fro-Yo,shop,frozen-treats,,Yes,,This recipe is just as magical as it sounds. Chicken liver is a vitamin-rich pro
Product,Training Treats- Chicken and Cheese Explosion,shop,treats,,Yes,,"Our most popular biscuits are made up of almond flour, chicken stock and oats th"
Product,Training Treats- Banana & Oats Crunch,shop,treats,,Yes,,"One of our most popular biscuits made from banana and oats, now in bite size pie"
Product,Banana & Oats Crunch,shop,treats,,Yes,,🍌🐾 Banana &amp; Oats Cookies – the pawfect healthy snack for your furry friend! 
Product,Pug,celebrate,breed-cakes,,Yes,,"A charming cake that captures the playful and loving essence of the Pug, with fl"
Product,Labrador,celebrate,breed-cakes,,Yes,,"A friendly and loyal cake, designed to reflect the dependable nature and loving "
Product,German Shepherd,celebrate,breed-cakes,,Yes,,"A majestic and lifelike tribute to the loyal and courageous breed, baked into a "
Product,Golden Retriever,celebrate,breed-cakes,,Yes,,A sunny and sweet cake that's as friendly and dependable as the breed it's named
Product,Great Dane,celebrate,breed-cakes,,Yes,,"A grand and impressive creation, embodying the towering grace and gentle nature "
Product,Grey Husky,celebrate,breed-cakes,,Yes,,"A cake as robust and hearty as the Husky, perfect for a breed known for its endu"
Product,Indie,celebrate,breed-cakes,,Yes,,"A tribute to the native intelligence and spirit of the Indie dog, this cake is a"
Product,Irish Setter,celebrate,breed-cakes,,Yes,,"A rich and radiant cake, reflecting the Irish Setter's vibrant energy and stunni"
Product,Italian Greyhound,celebrate,breed-cakes,,Yes,,"A sleek and graceful confection, embodying the slender elegance and refined pois"
Product,Jack Russel,celebrate,breed-cakes,,Yes,,"A lively and playful confection, perfectly capturing the energetic spirit and br"
Product,Maltese,celebrate,breed-cakes,,Yes,,"As pristine and elegant as the breed, this cake is a luxurious treat for the ref"
Product,Lhasa Apso,celebrate,breed-cakes,,Yes,,"An exquisite cake mirroring the elegant, flowing locks and noble demeanor of the"
Product,Pomeranian,celebrate,breed-cakes,,Yes,,A fluffy and fabulous cake that's as vibrant and spirited as the Pomeranian bree
Product,Poodle,celebrate,breed-cakes,,Yes,,"Intelligent and stylish, this cake is crafted to mirror the sophisticated nature"
Product,Rotweiller,celebrate,breed-cakes,,Yes,,"Bold and strong, this cake is a robust treat worthy of the Rottweiler's powerful"
Product,Scottish Terrier,celebrate,breed-cakes,,Yes,,Round doggo-shaped cake covered with the pawliciously special in-house icing of 
Product,Shih Tzu,celebrate,breed-cakes,,Yes,,"A cake as regal and adorable as the Shih Tzu, with gourmet flavors fit for canin"
Product,Shnoodle,celebrate,breed-cakes,,Yes,,"A delightful blend of charm and whimsy, just like the Schnoodle breed, baked int"
Product,St Bernard,celebrate,breed-cakes,,Yes,,"A gentle giant of a cake, hearty and comforting, just like the St. Bernard's nur"
Product,Yorkshire Terrier,celebrate,breed-cakes,,Yes,,"A delicate and luxurious creation, mirroring the fine, silky coat and spirited e"
Product,Dobermann,celebrate,breed-cakes,,Yes,,"A sleek and powerful cake, much like the breed, offering a taste of loyalty and "
Product,Dalmation,celebrate,accessories,,Yes,,"A spot-on celebration in confectionery form, playfully adorned with the signatur"
Product,Dachshund,celebrate,breed-cakes,,Yes,,Round doggo-shaped cake covered with the pawliciously special in-house icing of 
Product,Cocker Spaniel,celebrate,breed-cakes,,Yes,,A sweet and lovingly crafted confection capturing the gentle spirit and floppy-e
Product,Chihuahua,celebrate,breed-cakes,,Yes,,"A tiny yet mighty confection, capturing the Chihuahua's spirited personality and"
Product,Cavalier King Charles Spaniel,celebrate,breed-cakes,,Yes,,An elegant and heartwarming treat that beautifully reflects the affectionate and
Product,Bulldog,celebrate,breed-cakes,,Yes,,"A cake as robust and endearing as the beloved Bulldog, with a personality to mat"
Product,English Bulldog,celebrate,hampers,,Yes,,"A robust and affectionate tribute in cake form, capturing the stout heart and am"
Product,Black Husky,celebrate,breed-cakes,,Yes,,"A cake as robust and hearty as the Siberian Husky, perfect for a breed known for"
Product,Beagle,celebrate,breed-cakes,,Yes,,An adventurous cake as spirited and lovable as the breed itself. Select from our
Product,Basset Hound,celebrate,breed-cakes,,Yes,,"A charming and droopy-eyed delight, perfectly encapsulating the laid-back and lo"
Product,Mint & Chicken Cold Jello Bones,shop,frozen-treats,,Yes,,"Box of 8 bone-shape pieces These breath-freshening, frozen treats, made out of m"
Product,Chicken & Parsley Cold Jello Bones,shop,frozen-treats,,Yes,,Box of 8 bone-shape pieces Wrapped in the goodness of parsley power which includ
Product,Hooman Cake,celebrate,cakes,,Yes,,This gingerbread man-cake with chicken-oats/banana-oats base may confuse your wo
Product,Dotty,celebrate,cakes,,Yes,,"A treat no pupper can ever deny! “Chimken, and peanut sauce? Gib all of it, Kare"
Product,Super Star,celebrate,cakes,,Yes,,"Shine the spotlight on your pup with this star-shaped cake, a tribute to the cel"
Product,Original Pawsome,celebrate,cakes,,Yes,,Make every moment with your furry friend unforgettable with our customizable Paw
Product,Doggo Cake,celebrate,cakes,,Yes,,Topped with a thick layer of homemade yoghurt and detailed with rolled oats to c
Product,Bone Appetit,celebrate,cakes,,Yes,,"Select from our nourishing oats or ragi bases, and indulge in a symphony of eigh"
Product,Strawberry Hearty Dognuts,celebrate,dognuts,,Yes,,"BOX OF 6 What time is it? It is time for some yummy, Our Hearty Dognuts! Made wi"
Product,Heart Nose,celebrate,treats,,Yes,,"Sometimes, a wet boop is all you need to lighten up your mood. With this cake, l"
Product,Super Hero Cookies,shop,treats,,Yes,,"Super Hero Cookies: These cookies are all you need to make your woofer go, “Mlem"
Product,Mutton,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Veggies,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Vegan,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Chicken & Ragi,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Chicken Liver & Ragi,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Chicken Liver & Oats,shop,other,,Yes,,Delicious other made with love for your furry friend.
Product,Purrfect Mice - Made from Recycled Cotton - Cat Toy,shop,cat-treats,,Yes,,"These little stuffed mice are the purrfect toy for your ball of fur, to play alo"
Product,Fluffachino,shop,other,,Yes,,"This special treat for your pawsome friend is so yummy and nutritious, they won'"
Product,Purradise Cake,celebrate,cat-treats,,Yes,,"With the purrfect cream cheese frosting, your cats are going to love you furever"
Product,Caviar Cupcakes,celebrate,cat-treats,,Yes,,Cat-shaped cupcakes can be the most amazing treat for kitties. These chicken/fis
Product,Puppy Banana & Oats,shop,treats,,Yes,,"Puppy Version :- With the best combination of oatmeal, banana and peanuts, your "
Product,Puppy Chicken & Oat,shop,treats,,Yes,,Puppy Version:- All of these rectangle-shaped cookies eaten up by doggies even i
Product,Dog Biscuit Combo Pack,shop,treats,,Yes,,"🎁🐾 TDB Biscuit Combo Pack – triple the love, triple the crunch! ✨ What’s inside:"
Product,Treats Sampler,shop,treats,,Yes,,"Elevate your pup's snacking experience with our ""Ultimate Treat Variety Box."" Th"
Product,Bark Side Moon Combo,shop,accessories,,Yes,,Delicious accessories made with love for your furry friend.
Product,The Caped Chewsader Combo,shop,accessories,,Yes,,Delicious accessories made with love for your furry friend.
Product,Cattitude Combo,shop,cat-treats,,Yes,,Delicious cat treats made with love for your furry friend.
Product,Peace Love Rescue Combo,shop,accessories,,Yes,,Delicious accessories made with love for your furry friend.
Product,"Peace, Love & Rescue Combo",shop,hampers,,Yes,,"This pawfect set saying, ""Peace, Love, Rescue"", is what is needed for all the go"
Product,Cattitude Coasters,shop,cat-treats,,Yes,,"This cute “cattitude” coaster, is all you need to remind yourself that your catt"
Product,Peace Love Rescue Coasters,shop,accessories,,Yes,,"This cool “peace, love, rescue” coaster voices out for all our furry friends, in"
Product,Caped Chewsader Coasters,shop,accessories,,Yes,,This groovy coaster shows that you’ve got to be aware of the cuteness of the Cap
Product,Bark Side Moon Coasters,shop,accessories,,Yes,,"So, are you ready to meet your furry baby on the bark side of the moon? This coa"
Product,Peace Love Rescue Feeding Mat,shop,accessories,,Yes,,"This cool feeding mat voices out for all our furry friends, in a pawfect way. Si"
Product,Cattitude Feeding Mat,shop,cat-treats,,Yes,,"This cute “cattitude” feeding mat, is all you need to remind yourself that your "
Product,Caped Chewsader Feeding Mat,shop,accessories,,Yes,,This groovy feeding mat shows that you’ve got to be aware of the cuteness of the
Product,Bark Side Moon Feeding Mat,shop,accessories,,Yes,,"So, are you ready to meet your furry baby on the bark side of the moon? This fee"
Product,Cattitude Coffee Mug,shop,cat-treats,,Yes,,"This cute “cattitude” coaster, is all you need to remind yourself that your catt"
Product,Peace Love Rescue Coffee Mug,shop,merchandise,,Yes,,"This cool mug voices out for all our furry friends, in a pawfect way."
Product,"Apple, Honey and Oat Hearts",shop,treats,,Yes,,"Baked with real apples, natural honey, and whole oats , these heart-shaped biscu"
Product,Basset Hound Coffee Mug,shop,merchandise,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Boxer Coffee Mug,shop,merchandise,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Bulldog Coffee Mug,shop,merchandise,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Lhasa Apso Coffee Mug,shop,merchandise,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Scottish Terrier Coffee Mug,shop,merchandise,,Yes,,Morning coffee seems plain and boring? This mug will make sure that you have the
Product,Basset Hound Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
Product,Beagle Feeding Mat,shop,accessories,,Yes,,Doggo gets excited while gobbling treats and spills food everywhere? Don't worry
